manufacturer,permit_number,vin_number,is_operatable_without_driver,driver_present,is_disengaged_by,disengaged_location,disengagement_reason,date
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Highway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Highway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Highway,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCAXGC006416,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA2GC003882,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,7/25/2022
APPLE INC.,AVT030,2T2BGMCAXHC020026,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.,7/25/2022
APPLE INC.,AVT030,2T2BGMCA2GC003882,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Highway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/25/2022
APPLE INC.,AVT030,2T2BGMCA9GC008464,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/26/2022
APPLE INC.,AVT030,2T2BGMCA9GC008464,No,Yes,Test Driver,Street,"The ADS developed a motion plan to remain stationary, requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/26/2022
APPLE INC.,AVT030,2T2BGMCA9GC008464,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/26/2022
APPLE INC.,AVT030,2T2BGMCA8GC007371,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/26/2022
APPLE INC.,AVT030,2T2BGMCA8GC007371,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle.",7/26/2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.",7/26/2022
